669355490653016064***,***@consstla buena buena
626104399279063040***,***Estan dando la vaca y el pollito 😍
626101944101302272***,***Te amo ratonaa http://t.co/VBajXqSSIL
626101848563404800***,***Mi extrana forma de "querer" es una mierda jajajaja
626100688544792576***,***Tengo ganas de amar 🌚😂
626099605458038784***,***RT @MrJaviTrumpet: —¿De que murio?—¿Recuerdas que manejaba demasiado rapido su moto?—Si—¿Y que nunca usaba casco?—Si—Pues, le mordio u…
626099445541785600***,***@cgarcesfritz gracias catitaa 😘
626098455484760066***,***Lo unico que hago es confundir 😞
626097339053264896***,***Cual es mas floja 😛 http://t.co/SLZ4iHd9IB
626094140921655296***,***Mi mama no quiere celebrar su cumpleanos jjajajja
625932478738497536***,***RT @vicabelu: Yo tan🏠 tu tan⛺
625932266385096704***,***Vamos por la segunda peli , "codigo enigma "
625904093563912192***,***Tengo una sed 😭
625903742173450240***,***😏igual ah
625903702663106560***,***Y si su recaida piola? No ?
625902277715488768***,***Es normal que la cloe haga movimientos pelvicos raros en mis brazos jajajajajajjajajajaja?
625898130316369920***,***Le dio la huea a la cloe jajajaja
625893370196586497***,***Cloe le gusto mucho mi cable usb
625888112787521536***,***@d_iegoc jajajajajajaja pesaoooo
625887890267090944***,***@d_iegoc jajajajajajaja porque hueon
625887640487886848***,***@d_iegoc la lore? Ajjajajajaja broma
625885155991883776***,***@d_iegoc 😘
625885089793245184***,***@d_iegoc dame tu celu
625884748691451904***,***Duerme todo el dia y a la 1:26 am se le ocurre querer jugar y morder todo 😴
625884298017685504***,***RT @PoeGalan: Asi contigo ya mismo😍: http://t.co/BAltbDxYKc
625884161262387200***,***RT @lizidlm74: Cuando te veo🌝🌚 http://t.co/bRGrqtOz6y
625880380919402496***,***Mi cloe no tomaba agua 😔y ahora si 🎉
625875645566984192***,***Cuico conservador religioso jjjajajajjajaja conozco uno idemmm udd jja jajajaja #AsiSomos
625861772570951680***,***@nicolasalvial ajajajajajjajjjajjaja
625861296513241088***,***Que hace frio 😔
625850770215276544***,***Lo facil aburre,lo dificil atrae , pero lo imposible obsesiona ...
625848567098404865***,***#AmoFuertementeQue me den abrazos y besos al mismo tiempo ayyyy😍💕
625847925223129088***,***RT @consstla: Tu pones las ganas, yo te las quito
625840484137738240***,***Pastel de papas te quieres casar conmigo 😍
625839666525261824***,***Ya filo comere pastel de papas 😍👏🏻
625839456852029440***,***Jajajaja hueon porque soy tan chanchita
625838885516537857***,***RT @danialmond: Todos somos el error de alguien
625838175420813312***,***Amo con mi vida el pastel de papas ctmmmm😍😍😍😍😍😍😍
625836760900177920***,***RT @cgarcesfritz: #AmoFuertementeQue exista el mall 💘
625836723868667904***,***Que rico estar de vacaciones 💕
625836191884161026***,***@d_iegoc el de tu viejo nomas 😍👌🏻
625835239336738816***,***La Paz le pega a la cloe 😭😭😭😭
625834357681430528***,***Porque me como palabras jjajajja 😖
625833669505208320***,***Con vale entramos al veterinario con la cloe como matrimonio lesbiano jjajaa
625833149080162308***,***@d_iegoc ya filo
625833072144027648***,***😓 http://t.co/B3cqbmYytk
625831456993091585***,***RT @connnnnnni: A veces cuando te recuerdo no solo pienso en sexo. Ahi supe que en verdad te queria.
625823405821009920***,***Quiero regalonear .... Me acuerdo que estoy mas sola que la chucha y se me pasa
625819418182987776***,***Con la cloe besandonos 💕
625818504466419712***,***Ver a tu ex y no sentir nada! Eso es la raja pos
625782978170503168***,***Esto de ser madre y no poder salir por cuidar a la cloe 😭
625782966346760192***,***Con la valita queriendo ir a tomar y no se donde dejar a la cloe
625748308288520192***,***Porque eres tan floja 😒 http://t.co/7OKILFkh3I
625747988376326145***,***@d_iegoc no 😒 , tiene mucho frio
625747701666291712***,***Cloe porque tiritas tanto 😞
625745984275001344***,***@d_iegoc @consstla  publican tanto de sushi que me da hambre 😭
625745838233546752***,***RT @consstla: Weon quiero sushi 😭 no aguanto
625719677164068864***,***RT @PedritoEngel: #Capricornio cuidaado! La melancolia hay q saber manejarla para no caer en la weoneria. Preocupese mas de su familia y ve…
625718828530581504***,***Esa mania de mierda de revisar su Twitter a cada rato 😝
625718430616956928***,***Cuando sera el dia que despierte antes de la 2 jajajaja
625560215413506049***,***RT @BenedettiDijo: Lo unico que quiero es a alguien que se quede, sin importar lo dificil que resulta estar conmigo.
625538187088281604***,***Recuerdos vergonzosos en 3...2.....
625533475098095616***,***Regalona 😍 http://t.co/evIASvqk8t
625532513587494913***,***@MATI_ZAMORA jajajaja no hagas publico eso 😭
625531830524059648***,***@MATI_ZAMORA jajajjajajajaj te odio
625531655034376192***,***@MATI_ZAMORA ya te pusiste coqueto 😏
625531587753570304***,***Oh hueon amo casado con hijos 😆
625531453510656000***,***@consstla so jarrcoreeee
625531142305906688***,***@MATI_ZAMORA so pesao atleta
625531079387164672***,***@MATI_ZAMORA jajajjajajaa uuuhhhhhjhh ya nos pusimos hiriente 😒😒😒
625530701736214528***,***@MATI_ZAMORA oh que chorii tu
625530530252066816***,***@nicolasalvial enfermo!
625530477940744192***,***@MATI_ZAMORA no ahora soy un osito gordo y tierno jajaj
625530292577636352***,***@nicolasalvial pobre hueon ajajjajajajajajajajaa superameeeee!!!
625529885889593344***,***@nicolasalvial NO
625529862837673984***,***@MATI_ZAMORA uuuuhhhh altokkk a la defensiva 😔
625529188074823680***,***@nicolasalvial y no lo eras ?
625529167992504320***,***@MATI_ZAMORA dai pena feo
625516041515442176***,***Todo lleno de diario y mea en un mini espacio que no habia 😂
625514209367969792***,***Llego a sudar 😅 que onda cloe hot
625512953199128578***,***RT @TextosReaIes: http://t.co/oA1RZX08kS
625510812208230404***,***Si te pudiera obligar a estar aca 😔
625509965650862080***,***La cloe es mas caliente que yo😂
625508667413168132***,***Vacio ql!!!
625501257462120448***,***RT @YolandaSultanaH: CAPRICORNIO: Dejese querer! Eso le ayudara a que su amor propio tambien aumente. Esta gastando mucho, controlese.
625493057484492800***,***No se que me molesta mas .... Que aparezcas en linea o que no lo estes 🌚
625492360714133504***,***Chanchita linda 😴 http://t.co/OW7tm3CjHb
625492093146898432***,***Porque me haces esperar 😓
625491901584670720***,***RT @Alcocacolico: cuando termino de comer y me da sueno http://t.co/9vuY4U5ht7
625466131793453056***,***Tengo mucha hambre ... Pero si me muevo la cloe va a despertar 😓
625460291128700930***,***RT @Haizenverg: Putah bidah http://t.co/AvU60ML7Ma
625448194231640064***,***Me siento madre😍
625447391429271552***,***Bienvenida cloe 😍💕 http://t.co/BIg8tRCB5c
625440632673280002***,***Llego 😍👏 https://t.co/VdLbKLoB2T
625415317955702784***,***RT @FRASESDEVlDA: Que extranes a alguien, no significa que quieras que regrese.
625393226678181888***,***Me invaden las incertidumbres 😱
625387786707857408***,***Esperar suena inutil, pero por ti lo haria 👉👈
625386396073750529***,***RT @Yayonena: - Se te callo el azucar- Ayyy! ¿Por lo dulce?- No. Por lo gorda, bola de fraile.
625385472777396224***,***Una que se enfermo 😅
625384980852703233***,***RT @DeboConfesarQue: El celoso no sufre por lo que ve, sufre por lo que imagina.
625384775449227268***,***RT @horoscoponegro: Los #CAPRICORNIO son tan apasionados y se entregan tanto a los que quieren que se llevan de vez en cuando palos muy gra…
625384679059922944***,***RT @Yayonena: ¿Lindo? Lindo es levantarse y tener la casa sola, sin que nadie te rompa los huevos.
625384377942454272***,***RT @PoeGalan: "Nunca te voy a fallar" —Hoy ni te saluda✊.
625384234140745730***,***Yo --&gt; 😍💕
625377992416587776***,***Como 1 hora tratando de levantarme 😭
625377905770676224***,***RT @Fraselntensa: Besarte es facil, lo dificil es dejar de hacerlo.
625364709118750720***,***A buscar a la cloe 🐶🚘
625363889392340992***,***Quiero un peluche de minionss now
625362353169764352***,***RT @consstla: Yo opino que destierren al DJ que estuvo anoche en Lotte
625361900914757635***,***RT @rosarioguinez: Cambio iPhone por higa2 en buen esta2.
625361792840171520***,***@d_iegoc yeaaaaaaaaaaaaaa jajajjajajajajjajaja
625361563730477056***,***Mi espalda 😭
625233424157155328***,***Me siento perdidamente enamorada de algo tan imposible 😭
625233324605370369***,***Porque me encanta que me rechacen 😏
625233245962117121***,***Por fin en mi camita 😍
625125740879724544***,***No se para que juego en el casino si siempre pierdo hueon oh 😭
625118862690922496***,***@consstla lindaaaa
625118747012005888***,***Manana llega mi cloeeee 😍
625118593823428608***,***@d_iegoc apurate la barra me llama
625118530195877888***,***Diego si no te apurai estare bota 😯
625118464290783232***,***En el casino echa peo😁👌🏻👏
625100405266075648***,***Casino 🚘----&gt;
625080272262983680***,***Cenando en el solo carnes &amp; aquarium🍴
625071773218902016***,***Amo los sabado de papa en casa y vamos a cenar ❤
625065212954214401***,***RT @danialmond: Como se llama esa enfermedad mental de patear a alguien y despues webiarlo por con quien sale o lo que hace
625064604251607044***,***RT @Carloncho_fuck: Banate en #Asepxia inperfecta qla
625064573750616064***,***RT @TuExDice: Una mujer triste no espera que la entiendas, sino que la abraces.
625064434642370560***,***En 4 minutos mas eso si 😂
625064359828561920***,***Ya me levantare!
625064101962743810***,***Mucho tutito hoy 👏
625027456685240320***,***@d_iegoc en todo caso , la cague 😭
625027244797374464***,***Compre un cuadro ✔, ahora solo falta ver que fotos usare 😒
625027055026053120***,***Cumpleanos de mama proximo.....
625026247152766976***,***Que nostalgia ver fotos de hace unos anitos atras 😞
624968692678422528***,***Que cana perrits
624759834735476741***,***Mi amiga bota en conce 😑
624750066121764864***,***Esto de tener amigas buenas para el trasnoche
624747558448054272***,***Lotte 6 prendera hoy ? Habra que ir a ver  😏👌👏🎉
624740580006998016***,***@d_iegoc ay diego no hagas publico eso 😡
624740129664540672***,***@d_iegoc lo unico que se... Es que manana va a ser nuestra noche
624739804291444736***,***@d_iegoc 😏 yo se todo
624739692664233984***,***@d_iegoc uuuuhhh
624738705929076736***,***@d_iegoc segurossssssssss
624734635524812800***,***Pero hay vacios que no puedes llenar
624732029603684352***,***RT @JordaanR: me da rabia los que creen que las minas son infieles por culpa del pololo; atrevanse a decir que son maraks y listo. Lo mismo…
624731499330453504***,***Yo que me iba acostar y me invitan a salir 😏
624707999098109953***,***Buta mi mama 😭
624690158391193600***,***Elimine 1.472 fotos de mi celular 😓
624679984435712001***,***@d_iegoc si mi sol de invierno 😘👌🏻
624673631147311104***,***@MATI_ZAMORA es broma juaasssss
624672196410130432***,***@MATI_ZAMORA asi es la vida de la enamora'
624671888837619712***,***Mentira andate a la chucha 😂👏
624671838107533312***,***Aaaahhh aaaahhhh peleamoh oh nos arreglamos nos mantenemos en esa pero nos amamooooosss 👌
624670850718015490***,***@d_iegoc puro sexo vo loco
624664786626850816***,***RT @SenoraCatolica: Buen dia a todos, menos a los que publican: "es viernes y mi cuerpo lo sabe", el cuerpo no sabe nada PECADORES.
624660153502199808***,***Mi ego va a estrassshaaaaarrr ahi donde no estas
624659933729062913***,***Si no olvido morire
624659883380637696***,***En un lento degrade supe que te perdi
624656041708531712***,***@d_iegoc te pago 100 o 200
624655825005608960***,***@d_iegoc ven a ordenarme la pieza
624655657304748032***,***RT @Kel_Reactions: si a tu casa se le corto la luz, eres roto
624655426773254145***,***RT @YeyitaGB: SU PRENSADA PARA COMENSAR EL DIA
624655194111000576***,***RT @YeyitaGB: QUE SE TEJE PA HOI DIA PELOLISOS??
624654351764729856***,***Tove Lo - Habits (Stay High) - Hippie Sabotage Remix. Ihhhh asi quiero estar manana jjajja http://t.co/Q3dtvNlpGk
624654119492579328***,***@d_iegoc yaposssssssssss
624653938181210112***,***@d_iegoc yo soy la respuesta a todo , ven a mi casa now
624652847938957312***,***@MATI_ZAMORA 👏
624647708616302592***,***RT @PedritoEngel: #Capricornio El enojo uselo en el ring de las cuatro perillas y el sarcasmo solo para las pelaitas envidiosas. Alegria y …
624645922983686144***,***Ayyyyyy wey
624645873687990272***,***No queda otra 😭
624645827626180608***,***😓 me carga ordenar ...
624644713040232448***,***Papito depositame
624633691088797696***,***RT @Bienvenidos13: Capricornio: repare su corazon con otras emociones no relacionadas al amor #HoroscopoBienvenidos
624627408474374144***,***@MATI_ZAMORA jjja ayea
624627323577499650***,***RT @CoteVerag: Me estresan los culiaos que siempre dicen "el libro es mejor que la pelicula" dejenme ver la huea tranquila y metanse su l…
624626782034071552***,***Aaahhh me carga ver hueas tan cursi 😭
624623142040928256***,***@consstla jajjajajj 👌 nos vemos
624622711826948096***,***Jijijiji desperte recien
624622624941805568***,***@d_iegoc vamos 😮
624622491093311488***,***@consstla 👏🏻👏🏻👏🏻
624411786213728256***,***RT @YolandaSultanaH: CAPRICORNIO: No vacile, que las indecisiones provocan tropezones. Revise su dentadura. Vaya a su dentista. No tenga mi…
624401274813947904***,***Tanta paja que no me puedo poner pijama ni sacar los zapatos 😢
624399713404645376***,***👌 http://t.co/DOLD6lCKLl
624345223058079744***,***Ibamos tan bien y cortan la ruta por la chucha 😓
624345222412152833***,***Taco ql
624275538916601862***,***😍 http://t.co/p4XR6fB4B1
624133809466941440***,***@d_iegoc te amoooooooo
624127991854071808***,***😴😴😴😴😴
624073288713654272***,***RT @kevinkgz: Manden tuto
624069788541784064***,***Pq me gustai tanto hueooooonnnnnn oh!!!!
624069672628039680***,***Manana a la nieve 🙈👌
624059250181042176***,***RT @YolandaSultanaH: CAPRICORNIO: Ambos no son incompatibles como parecen. Hay que estar alerta a las recaidas. Las cosas andaran algo lent…
624058886014808064***,***RT @JavierAsicalao: Quiero bailar y carretear y bailar
624058659971178496***,***Signos rechazados jajajja :VirgoEscorpion Geminis
624058489028149248***,***Es tan corto ahueonarse y tan largo arreglar la huea 😓
624015247851057154***,***En la fuente alemana ... Despues pregunto pq estoy tan guatona
623926418787934208***,***Un consejo no manden audios por wsp cuando esten  muy ebrias 😭
623906372372045824***,***Porque mando audio a cura y despues no me acuerdo hueon 😭😭😭😭
623865288833040384***,***Jajajjajaja noche Ql!!!
623714394761994240***,***No estoy cura jajajjaajjajaja
623714351791374336***,***Lotte sonando party animal y me prende 😏
623687912090152960***,***Abriendo lotte http://t.co/KdmDmmmGBu
623663755860287488***,***Hoy voy a beber y se que voy a enloquecer 🎉🙈 http://t.co/BpczIAJPfO
623656034310209536***,***RT @danialmond: Decir "no estoy ni ahi" y estar mas ahi que la chucha
623655908967641089***,***Lotte ES 🙈🎉👏🏻
623591604390109184***,***RT @MedelPitbull: Lo mas lindo del mundo!!! Con chispeza hasta cuando duerme 👶🏼😍😍😍 http://t.co/8vQW1Ioav4
623563176739753984***,***RT @VannyaPerez: JAJAJAJAJAJAJAJA ESTA WEA ME DIO MUCHA RISA 😂😂😂😂😂😂😂😂 http://t.co/Y7Au8yJMgs
623562647871594496***,***Donde la abuela ------&gt; salir como bolita 🐷
623537568672559104***,***Y esperar que seas tu quien yo ame
623537519402074113***,***Y esperarr, cansado de tanto llorarteee
623537442826682369***,***El orgullo nos gano, tan confiados en el honooorrrr , lo perdimos todo...
623533208089571328***,***http://t.co/2liOOYOcDK
623532754848849920***,***☕🚬👏🏼 http://t.co/fBhjDnhpE4
623525463873462272***,***Cuantas mananas tan frias ...
623520664171974656***,***Un cafe y un pucho no estaria mal ☕🚬
623519582645551104***,***Me carga que se hagan los interesantes!!!!! 😒
623513837799653376***,***Que entretenidos los matinales 😍
623511094632562688***,***@consstla @d_iegoc sin ir a lenga eso si 😒😓
623510688053481472***,***RT @consstla: @Catitacatril @d_iegoc Cata vamos el sabado a lotte a tomar tequila 🎉 ajajajaajja
623510667027460096***,***@consstla @d_iegoc  ya se armo !!👏🏻👏🏻👏🏻🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤
623509203542536192***,***Dejame la go prooooooo @d_iegoc
623506211649007616***,***No te vayaiiiiii quedate conmigo amicooooo @d_iegoc
623503732655947776***,***Me quede dormida con la tele prendida 😓
623503601089052672***,***@nicolasalvial jajajajajajaja
623346048828862464***,***RT @McDonalds_Cl: Vuelve a disfrutar del 2x1 en cuarto de libra, ven manana desde las 11 a las 21hrs. A todos nuestros locales. http://t.co…
623345880058490880***,***RT @YolandaSultanaH: CAPRICORNIO: No esta de mas pedir las disculpas correspondientes. Preocupese de la salud de su entorno. Busque nuevos …
623345650449674242***,***Tantas ganas de hablarte por wsp y me acuerdo que eres Geminis y se me pasa 😂
623345406961803264***,***Quiero que sea viernes y estar con mi nueva perrita cloe 😍
623309673937137664***,***@d_iegoc cloe 😍🐶
623303552967045120***,***@d_iegoc 👆🏻👏👏
623303327590273024***,***Entonces te das cuenta que no es quien te mueve el piso, sino quien te centra 👏🏻
623229120818872320***,***@ivana_cid ya vi todas las hueas 😭
623228789884100608***,***@ivana_cid oh demas 😭
623228583151071232***,***Que tu amiga te cambie unos zapatos y te traiga hasta aros de regalo 😍 te amo romiiii jodeerrrrr
623195445129560065***,***RT @d_iegoc: me enoje no le voy a habl... HOLA💖
623185683163803652***,***Bailando nos desquitamos del mal amor que nos han causadooo
623185537298493440***,***Hay que beber a nombre del despecho
623167746713493504***,***El engano es adictivo y sabe parecido al amor 😏
623166268791746560***,***Quedate ...
623159516771782656***,***Pq es tan facil tu adios y tan dificil mi amorr
623157453727862784***,***Porque chucha  cuando estoy triste me encierro en escuchar toda la discografia de de Saloon 😫🔫
623156701932449792***,***De mirar hacia atras y olvidar de alguna vez !!!
623153929111621632***,***@d_iegoc jajajajajajaja es la moda que sea menor zionoooo
623153651700396033***,***Asi con la combinacion de minos ... @d_iegoc 😂
623151506032881665***,***😔 nada te hara olvidar lo que te hice pasar ... http://t.co/A7dFcFvvqg
623149493207343104***,***@d_iegoc menos yo 👆🏻 yo soy la peor de todas 😘
623149339318353920***,***🍃🍃🍃🍃🍃🍃🍃🍃 Chao
623147946889056256***,***Nadie me quiere todos me odian 😭
623145441140604928***,***@d_iegoc 😭😭😭😭😭😭
623134434758393857***,***Tengo la peor cueaaaaaas 😭
623087462575906817***,***No hace frio sippppppp😭 http://t.co/yKjMLYQLO3
623087024606740480***,***A lota 😴😴😴😴😴
622991919895982080***,***18 anos ...igual nomas 😏
622990984088027136***,***Sera un adios definitivo? Ojala sea asi🙏🏾🙏
622990235228610561***,***Tantas veces me equivoque al tomar decisiones que se convirtio en rutina.
622989874396794880***,***@consstla un tequila mejor ?
622989783271403520***,***Se nota que ya no hay amor 🎶🔪
622987754914381824***,***Chao 😴
622986386434588672***,***RT @ZodiacoHoy: #Capricornio Hoy sal un poco y distrae tu ... http://t.co/VVAycB43PC
622982716993183744***,***1 corazon, 2 sentimientos 😅
622982192306757633***,***RT @ifyouloveddme: Los besos saben mejor con amor que con alcohol
622977880675495936***,***RT @YolandaSultanaH: CAPRICORNIO: Evite roces, trate de que las cosas se conversen entre los dos. Busque la calma y la serenidad. Ponga en …
622975785050243072***,***@d_iegoc cuando su botella, zorroneandoloh😘
622975017626783744***,***@nicolasalvial yo tampoco tengo tu numerooooo cambie de celular y se me borraron 😭madafakaaaa johnnnn
622974866698956800***,***Manana 9 am en lota que te pareheeeeee 😭porque vivo en conce 🔪
622974523479072768***,***@nicolasalvial  nico ayudaaaa😭
622973519320731648***,***Me siento tan ahueona al no saber usar esta mierda 😓
