671184150599237633***,***Hugo se hace mayor dia a dia 😱 #parenting https://t.co/ueSKtI2aUP
651196963229044736***,***HERMANO ENANO JUEGA CON GRANANTUAN A #UNTILDAWN :) http://t.co/Ws2Lm4PsWC
651127452689788928***,***Hamleta #shakespeare 😊 https://t.co/NorOmaGmY7
651107702949720066***,***¿VOSOTROS COMO CONTROLAIS LA IRA? #RABIETAS #EDUCACION #PARENTING http://t.co/MWtJORs2xz
650906475515236352***,***#retrato @ Madrid, Espana. https://t.co/e7sNhVvhGQ
650874423243706368***,***GranAntuan en Until Dawn! https://t.co/9ASnZtJqMK via @YouTube
650848021668888584***,***Aqui va a pasar algo bonito. O ha pasado ya 😊 #performingarts @ Coronado School of the Arts https://t.co/vr7ekadru6
650709991188504576***,***#Unboxing del #iPhone6SPlus para hacer mejores Vlogs a 4K! Super celular!!!! RT si os gusta Apple y Fav si Samsung http://t.co/5BH9XvniLH
650477837829304320***,***RT @VBazz_: Me ha gustado un video de @YouTube de @granantuan (http://t.co/VJjcTaqNl7 - UNBOXING IPHONE 6S PLUS ┋EL SUPER TELEFONO).
650476035990024192***,***El gustito de leer #reading @ The South Park Abbey https://t.co/1T0PcwLCRj
650474949061312512***,***Olga y la trompetilla #Art #Exhibition #sculpture @ San Diego Museum of Art https://t.co/v6QKKLPllh
650342788194828288***,***Santa Calus ha llegado antes de tiempo! #Unboxing #iPhone6sPlus http://t.co/qBxog6xlaT
650143796194344960***,***Hugo y Olga en la #biblioteca 😊 https://t.co/VJi7iMJ2my
650126802443214848***,***Hugo buscando #Graffities @ Coronado School of the Arts https://t.co/RrQwMf57fV
649850509805920256***,***Chin chin #Wine #Party https://t.co/GJVDfqE670
649702757348184064***,***@luisipop777 Espala pero vivo en USA 😊
649653951919468544***,***Nos quedamos tirados en la carretera en plena excursion en #California RT para que pueda reparar el coche! :) https://t.co/Mk2iTZ7lfN
648500347124719617***,***Mi vida en USA y #Unboxing sorpresa!!!!! RT si os gusta lo que hay dentro de la caja y FAV si no! http://t.co/8IIgj90AKE
648367553887268865***,***#TeddyBear @ San Marcos, California https://t.co/t09Peon9pZ
647919421802086404***,***Hugo de #Unicornio @ San Marcos, California https://t.co/RpCNyPiOgk
647829551918227456***,***Me afeito en mitad de este video de #UntilDawn Terror adolescente en el canal :) http://t.co/L3yyiMbrM9
647266458179760132***,***GranAntuan en Directo :): http://t.co/E7JFxZXIqf
647054396703002625***,***Despertar a 3 estatuas en un ejambre de poseidos! #ElReydelosPoseidos #Destiny RT si sois humanos! http://t.co/q9jyzgMXcr
646871186228424705***,***Awesome!I achieved my goal, and I'm now a 5K Runner!!! http://t.co/Hym5al7Yv8
646325115278503936***,***No os perdais al Titan #Quierasoles en accion!!!! http://t.co/RI1naVtzxT
646203658753802242***,***RT @StrilGame: Me gusto un video de @YouTube de @granantuan http://t.co/iKlwqGjErE TITAN QUIEBRASOLES ┋EL REY DE LOS POSEIDOS #4 ┋DESTINY
646189079592308736***,***Titan #Quiebrasoles en #Destiny #ElReydelosPoseidos ¡Que pasada! http://t.co/u5LqpdTOKy
645830379790725120***,***@AleinadYslogev Eso mismo me pregunto yo...
645702399265366017***,***#ElReydelosPoseidos de #Destiny me esta pareciendo el mejor juego de la historia! (despues de Bloodborne) ¿Q opinais? http://t.co/q3kWg4BW8j
645649447897157632***,***Nuevo #Vlog con consejos para atraer a tu pareja :) http://t.co/6fwuUh56yb
645347786381205504***,***Hugo en #DelMar se columpia en el #PacificOcean 😊 @ Del Mar Beach https://t.co/B1lIwUnKBr
645295217399177216***,***Acabo de entrar en el acorazado en #ElReydelosPoseidos en #Destiny Esto se pone interesante!!!! http://t.co/th047wsDcp
645234755764658176***,***Nueva mision superada en #ElReydelosPoseidos en #Destiny! El motor sigiloso... http://t.co/1Tgw8E8TO2
645055248487157760***,***@harryedwards_13 un abrazo!!!!
645019646987534336***,***Nuevo video de #ElReydelosPoseidos en #Destiny Juegazo! http://t.co/y5WPoajMoM
644968184441802752***,***GranAntuan en Directo :): http://t.co/UyEplvyQx8
644966495571865600***,***GranAntuan en Directo :): http://t.co/ecBtGec062
644698016222281728***,***GranAntuan en Directo :): http://t.co/jcy1Ywdrls
644348508162629633***,***En USA no encontramos #Mahou 😱 https://t.co/d2mx9RylAb
644341217522651136***,***@paulahg06 cuidate!
644266275141742592***,***Primer capitulo del modo historia en #Destiny #ElReydelosPoseidos http://t.co/9WbPJjmlO2
644265499698704385***,***@paulahg06 :) Gracias por formar parte del canal Paula!!!
643923003533750272***,***@paulahg06 Gracias y suerte en el instituto!!!! :)
643922735878434817***,***RT @DenitoEichler: Me ha gustado un video de @YouTube de @granantuan (http://t.co/lMlv8l7oXO - COMO SUBIR A NIVEL 25 EN DESTINY EL REY DE L…
643852999664795648***,***Como subir a nivel 25 en #Destiny #ElReydelosPoseidos :) RT please! http://t.co/FryfbFneSl
643264133836595200***,***Hugo esperando la nueva peli de #StarWars https://t.co/1z0aaytQj3
643102777493880832***,***Ya somos 8.000 suscriptores en el canal de YouTube! Gracias a tod@s!!!!! http://t.co/Cnoa3jwy9X
642449803016826880***,***Hace ya un ano que se estreno #Destiny al  mismo tiempo que mi canal. Espero con ansia #TheTakenKing Aqui mi 1º video http://t.co/fbWBby6Q0J
642413465647222785***,***@victorkpo3 hola my friend!!!!!
642090271354716160***,***RT @DenitoEichler: Me ha gustado un video de @YouTube de @granantuan (http://t.co/sb5T1gd0Jp - CUANDO ME ARRODILLE, LO SABRAS ┋UNTIL DAWN #…
641984728111927296***,***¿Que quiere decir, "Cuando me arrodille, lo sabras"? Nuevo video de #UntilDawn http://t.co/nghLEzFZna
641718235998453760***,***@supincherey Un abrazo!
641402369029369856***,***Why so serious? https://t.co/gsrvWJTGyc
641389251049996288***,***GranAntuan se estrena en servidores #Minecraft con Andrea La Patines! RT please!!! http://t.co/w6Xeozjdlz
641254862362136576***,***Nuevas aventuras de GranAntuan en Estados Unidos! RT para mas aventuras!!!! :) http://t.co/PVw5xj5Lye
640596703213694976***,***Nuevo capitulo de #PlanetaUSA RT para darnos fuerzas para seguir grabando! :) http://t.co/aei9GJz1S5
640174832638894080***,***No os perdais este "Preguntas y Respuestas" :) http://t.co/bMJi1mn6H4
639920754105057280***,***Especial Preguntas y Respuestas ;) https://t.co/Fw88iH5ruW
639897437067431937***,***RT @YoSoyPenguin: @GranAntuan Continuaras con "the vanishing of Ethan carter? Y con until dawn? Y con mystery minecraft? Vale, ya tienes un…
639897427785445376***,***@YoSoyPenguin con todas! Empiezo el lunes :)
639838777226059776***,***RT @Jose_AntonioFP: Me ha gustado un video de Youtube de @GranAntuan https://t.co/d3Oypak5is
639826849225289728***,***RT @Rubiu5: Creo que me he enamorado @WillyrexYT http://t.co/OzwyyjUqrb
639800599819763712***,***GranAntuan llega con su familia a America! http://t.co/NgALGo0HIw
639645757855805440***,***RT @lauxx44: Me ha gustado un video de @YouTube de @granantuan (http://t.co/QAYDeVVsYp - GRANANTUAN VUELVE A USA :)).
637780872297627648***,***@evapia20 Gracias! 😊😊😊
637748317779312640***,***No os perdais este video. Noticia importante :) http://t.co/ql2bGojnop
637456271235489792***,***¡Te interesa asociarte con YouTube!Haga clic aqui para ver si su canal califica para Maker Gen/Maker Studios http://t.co/HuoTi9vVf9
637297970057211905***,***Segundo capitulo de la serie #Minecraft para mi sobrino Diego :) RT si os gusta! http://t.co/0uNMqWKUOq
636838024190525440***,***El secreto de la #felicidad segun Olga :) http://t.co/69yRzFd9K6
636677252525228032***,***@YoutuberGuzman @Naruto_usumaki_ hecho! 😊
636471630357753856***,***Me quedan 6 dias para volverme a #California! Que nervios!!!! http://t.co/CdM25i23m8
636343364145782784***,***ESTRENO #UNTILDAWN CON SUSTOS INCLUIDOS! JUEGAZO CON SUPER ATMOSFERA! http://t.co/J17EX1Vihc
636178604888584193***,***Aqui esta! El estreno de #UntilDawn! :) RT si te pegas algun susto ;) http://t.co/lTAT8RHImR
636151003591614464***,***Atentos porque estoy subiendo el primer video de #UntilDawn donde viviremos juntos el prologo de este videojuego de #terror :)
636123805652504576***,***Nuevo #Vlog y nueva serie #Minecraft con HermanoEnano e invitadas sorpresa! http://t.co/w45VvwytjX
635901487315554304***,***OMG! Manana estreno #UntilDawn Os dejo con mi ultimo challenge! :) http://t.co/v6ZKR49smw
635739265494818816***,***La Beta de #BO3Beta se alarga hasta las 5 de la manana del martes! Os dejo mi ultimo #COD #Challenge! http://t.co/YIn8JDn3Hb
635544367424503808***,***Nuevo video de #CallOfDuty #Challenge! :) Y estreno #Grips Gracias a tod@s por vuestros consejos!!! http://t.co/dffvbveabw
635449030915584000***,***YA SOMOS 7.500 SUSCRIPTORES! TENGO UN ANUNCIO IMPORTANTE EN EL CANAL :) Ved el video y decidme que os parece la idea! http://t.co/dhIX4Rxmya
635399258607341568***,***Buenos dias/noches! Gracias a todos por vuestros consejos en mi serie #CallOfDuty #Challlenge. Hoy subo nuevo video. Ademas estreno #Grips!
635023243947180033***,***Uno de los mejores videojuegos de misterio y #terror psicologico... Decidme que os parece :) http://t.co/2LzMTiSC3G
634829244699398144***,***Como mola este juego de misterio!!!! #TheVanishingofEthanCarter :) Un descanso de #BO3Beta y JUEGAZO! RT si os gusta! http://t.co/QCIspV5ndl
634772160964333568***,***Ya tenemos ganador de la Beta #BO3Beta Es @guillem2012her!!!!
634763496488599552***,***En unos minutos anuncio al ganador o ganadora de la BETA de #BOP3Beta
634680574951747584***,***@JuanFco360HDfan Gracias! Ya me lo vi :)
634665111601446912***,***Hoy sorteo un codigo de la Beta de Black Ops 3 #BO3 entre los que dejen comentario en este video. A ganarsela! :) http://t.co/wTcaTa9iRG
634306537087967232***,***Ahora estoy jugando con #Prophet en #BlackOps3 Pronto subo nuevo video. Os dejo con #Ruin :) http://t.co/gLRSrrsyDj
634006128104488960***,***RT @Jose_AntonioFP: @GranAntuan Felicidades! PD: practica mas al cod xD
633994988976738304***,***Subo de nivel en #Beta #BlackOps3 #COD #BalckOpsIII Subidon! Trepidante! No os perdais el video! http://t.co/BjWWbPq6ou
633935380480401408***,***Especial 1 ano del canal! #CallOfDuty #Challenge http://t.co/vWjp17JN7U
633415666222149632***,***Buenas noches/tardes! Os dejo con mi personaje: el Psicologo de Instituto :) RT si os gusta! http://t.co/Bwx09tcRPB
633204222914396161***,***No os perdais este nuevo video en el que se me ve como #actor en otra serie de TV :) http://t.co/ZJZ9H7S1BN
633092351318224897***,***Nuevo #Vlog con Olga sobre como controlar a tu #pareja :) Dime que te parece y RT si te gusta! http://t.co/6PPINAQpcj
633014588632637440***,***Nuevo video de GranAntuan participando como actor en una serie de TV :) http://t.co/N8pDSJyYPG
632868879174381568***,***Hoy publico el 2º capitulo del videojuego de misterio y #terror #TheVanishingofEtahnCarter Os dejo el primer video :) http://t.co/3ocSRjqN16
632118536324935680***,***Hermano Enano y sus primos en una excursion muy especial! #Juguetes #Comics #Airsoft #Vlog http://t.co/cI39ZP8p4r
631918123990544384***,***Hermano Enano y sus primos de excursion por #Madrid Juguetes, Comics, Robots y Graffiteros! http://t.co/PHi5XGrrSN
631588091468357632***,***Gritos de Terror y Risas con #FiveNightsAtFreddys4 #FNAF4 :) http://t.co/Whfdvc2vKF
631389997015400448***,***La noche mas terrorifica... Acompanado de Hermano Enano, Sobrina Sabrina y Sobrino Bruno #FNAF4 http://t.co/g0yg5ofZnZ
631137467555516416***,***Ya somos 7.000 suscriptores! Gracias a tod@s! ♥ http://t.co/NPNIVEMxY8
631023801069903872***,***Necesito vuestra ayuda para encontrar al nino desaparecido! http://t.co/dnojHHp5CS
630858789361709056***,***No os perdais mi estreno de este juego de misterio y crimenes! #TheVanishingofEthanCarter http://t.co/zqfpW2iCIV
630651901206495232***,***Nuevo Vlog de #OlgayAntuan sobre LO BUENO DE TENER HIJOS! No os lo perdais si quereis reiros un rato :) http://t.co/9UgIQCbrgF
630530415669977088***,***@andydiba74 Gracias 😉
630530327056883712***,***RT @andydiba74: Tu faceta como actor es sorprendentemente impresionante @GranAntuan
630519201250344960***,***Os dejo un video con mi faceta de #Actor :) Espero que os guste! http://t.co/kGJX2mcYdv
630402963987660800***,***GranAntuan en su faceta como Actor! :) Espero que os guste!!! http://t.co/doxrkUjvV5
630306225926893568***,***RT @AlucardAraya: @GranAntuan  buenisimo sigue asi :D
630044052671582209***,***RT @YleYusi: @GranAntuan amo las vacaciones pero ya mero se acaban que mal!!
629934795016024064***,***Como ayudar a la chica suicida de #LifeIsStrange :) http://t.co/YzFKmmwXxD
629673091644432384***,***¿Como ayudar a una chica suicida? #LifeIsStrange ¿Como la ayudariais vosotr@s? http://t.co/MJD8K8X6YW
629570282144047104***,***¿Nos metemos en un mapa de #Minecraft de #StarWars a ver que pasa? :) http://t.co/SYB40E9B1s
629310298772664320***,***NUEVO VIDEO DE APRENDE INGLES CON #MINECRAFT EN EL MAPA DE #STARWARS :) QUE LA FUERZA TE ACOMPANE! http://t.co/BT0UjNPV2D
629299483122270212***,***RT @TuMadreomg: @GranAntuan y el mio
629299475710935041***,***RT @raquelespinos16: @GranAntuan el mio tambien es Chloe
629218654270455808***,***Cual es vuestro personaje favorito de #LifeIsStrange :) El mio es Chloe! http://t.co/3bIxx8Bab2
629089714138693632***,***RT @andydiba74: Yo antes no conocia, y por conocer me refiero a ver sus videos, pero ahora me encantan su canal es grandioso gran trabajo @…
629089701375410176***,***@andydiba74 Muchas gracias ❤
629049127272382464***,***Video nuevo del juego mas sorprendente de la temporada :) #LifeIsStrange http://t.co/isUiLs8wub
628945263235829761***,***No os perdais otro video del juego mas bonito y triste del mundo #LifeisStrange http://t.co/MZaieQivGq
628609236617048064***,***Haciendo el ridiculo cantando en japones con #GeomatryDash :) http://t.co/lOkBQ8ioq0
628350435515084800***,***No os perdais este nuevo mapa de #Minecraft Es alucinogeno! http://t.co/oJLHDpslvQ
628229573868695553***,***Nuevo Mapa alucinante en #Minecraft #DeepSea ¡No os lo perdais! http://t.co/ArZaBX80iZ
628118744737390592***,***No os perdais el ultimo Vlog de OlgayAntuan. Olga sale vestida de piloto aereo! http://t.co/VsJsvVwaFV
628014653013131264***,***LOS SUSTOS MAS GRACIOSOS DE FIVE NIGHTS AT FREDDY'S 4 :) #FNAF4 http://t.co/QA1pnmKhMk
627880221459374081***,***RT @MiguelSants1: @GranAntuan muy buen canal.👌
627864101667106816***,***SUSTOS HORRIBLES A CAMARA LENTA! EL MEJOR VIDEO DE FIVE NIGHTS AT FREDDY'S 4 #FNAF4 http://t.co/1By2Ukv0PH
627774659967197184***,***@MiguelSants1 Gracias!
627576917189873664***,***¿Alguien me puede decir si lo que me he encontrado en mi viaje a #SantaMonicaPier es la casa de #Vegetta ? OMG! ;) http://t.co/8IMVym9Plx
627512454403244032***,***Creo que me he encontrado con la casa de @vegetta777 por casualidad en #LosAngeles! OMG! http://t.co/6RP0DjSXxR
627054540693618688***,***Nuevo video de Aprende Ingles con #Minecraft en un Mapa de Aventuras de #Paris con Tony! :) http://t.co/IszbP9ST5C
626887029167681536***,***LA NOVIA DE GRANANTUAN DEJA A SU NOVIO COMO UNA NENAZA EN LA TERCERA NOCHE DE #FNAF4 http://t.co/QFRO95z7X7
626712352294051840***,***La tercera noche de #FNAF4 con Olga es lo mas! Five Nights at Freddy's 4 con mi novia!!!! http://t.co/ZTOC03sXW7
626556046270681088***,***Chicos y chicas! Os invito a que os paseis por mi canal de #Vlogs! Os va a encantar! Os espero :) http://t.co/lo18vK5RtV A suscribirse!
626542597100670981***,***Llegar al final es como volver a nacer... Episodio final de #GoneHome Imperdible :) http://t.co/A6UZwZQ2L0
626524729772539904***,***@Raciel_Droidxd Gracias! 😊😊😊
626523613458472960***,***@PaolaAntonio1 hola! 😊
626443263969480704***,***Episodio final super emocionante de #GoneHome No os perdais la ultima entrega de este juegazo de misterio! http://t.co/0Q4T5GwKyg
626166323085725696***,***Nueva noche de terror de FIve Nights at Freddy's 4 en el canal! #FNAF4 http://t.co/TYkX9qQSaG
626110801334661120***,***RT @Raciel_Droidxd: @GranAntuan me gusta tu serie!!
626110786843361281***,***RT @Raciel_Droidxd: @GranAntuan me gustan mucho, mucho tus videos! 😀
626091271082377216***,***Sustaco cuando menos te lo esperas al superar la segunda noche de Five Nights at Freddy's #FNAF4 http://t.co/eIejXkr06J
625954754611572736***,***@Raciel_Droidxd Gracias!
625826175697461248***,***RT @Godlips83: @GranAntuan Hello Hope you'll enjoy @Godlips83 and maybe RT us or pick our tracks for your videos   https://t.co/WUFume3JQa …
625826047527927808***,***RT @mahelenabon: @Rubiu5 @GranAntuan Cinco estructuras del inconsciente http://t.co/APdlNizQ5t
625769809653927936***,***La muneca diabolica y el telefono maldito. No te pierdas el nuevo episodio de Mystery #Minecraft :) http://t.co/4rY3HBdoxT
625554394306736128***,***Entrevista a los youtubers @OlgayAntuan: YouTube es trabajo, trabajo y mas trabajo http://t.co/gRforquJF2 via @TUBYSCU
625449685323501568***,***LO MALO DE TENER HIJOS #VLOG :) http://t.co/QBAKp8lHJ1
625320465469415424***,***¿Te vienes conmigo al sotano? Lo vas a flipar... #GoneHome http://t.co/km4jNjYpSr
625055798696263681***,***¿Quieres que pasemos miedo juntos? Ponte los cascos y apaga la luz #FNAF4 http://t.co/atZbf7GHbO
625021358192369664***,***@Naruto_usumaki_ Gracias!
625021158392528897***,***Nueva cuenta de Instagram dedicada en exclusiva al canal de YouTube GranAntuan https://t.co/n1Hsq237PG
624949430890926080***,***Gracias a Mateo Bustos por este dibujo! 😊 https://t.co/kRZuot56E9
624877156733202432***,***Segunda noche en Five Nights at Freddy's 4! #FNAF4 Epic FAILS!!! :) http://t.co/pnzDo5QtMV
624702480060928001***,***Estreno Five Nights at Freddy's 4 con Hermano Enano! Me encanta #FNAF4 :) http://t.co/3ZjEoN2AGX
624669086774112256***,***RT @repisero: .@GranAntuan antes y despues de pasar por el gym de Lope de Verga http://t.co/llAbFE8w4K
624605567214956544***,***El terror se mete en nuestras casas! #FNAF4 con Hermano Enano! Five Nights at Freddy's 4 #Noche1 http://t.co/lSv9OGzZ53
624357286555856896***,***#GONEHOME es un jUEGAZO! No te pierdas este nuevo episodio con amor adolescente prohibido incluido! :) http://t.co/nJK00zyJgC
624250217420951552***,***No te pierdas el misterio! Encuentro pasadizo secreto en #GoneHome http://t.co/sPOHzqLfO2
623959202734690304***,***Hermano Enano hace un nuevo #Unboxing y se mete en la maquina del tiempo :) http://t.co/4BlFd9OORc
623855425201532928***,***HERMANO ENANO RECOMIENDA UN #LIBRO :) http://t.co/SZpd7dAV68
623828599246835712***,***HOY HE VISITADO EL LUGAR DE LAS COORDENADAS... SI NO SABEIS DE LO QUE OS HABLO AQUI TENEIS EL EPISODIO ANTERIOR... http://t.co/ujfo781QL2
623421316616601600***,***Imaginate que llegas a tu casa despues de un viaje largo y no hay nadie esperandote... #GoneHome http://t.co/LJfOw2yyMj
623275257797984256***,***@luissrvd1 Gracias!
623250661933719552***,***Este juego os va a gustar muchisimo: #GoneHome :) Decidme si quereis que lo siga subiendo... http://t.co/tOrPRcOpS1
623224955514306561***,***YA SOMOS 6.000 SUSCRIPTORES EN EL CANAL! OS AMO! http://t.co/06UNjLIg4S
623172121561276417***,***VERGUENZA AJENA VIENDO A GRANANTUAN JUGAR A #GEOMETRYDASH ;( http://t.co/WOez29uPt1
622914437184397312***,***LA PARTIDA MAS FRIKY DE #GEOMETRYDASH EPIC DANCE! http://t.co/zmdB0m4j6E
622848541644488704***,***Entro en directo en 5 minutos... http://t.co/2dRFivNnMs
622701283615621120***,***EL MISTERIO DE LOS COFRES RESUELTO!!! MYSTERY #MINECRAFT http://t.co/ukkEueNlhw
622553657066823680***,***NO OS PERDAIS ESTE VIDEO! YA SE LO QUE SIGNIFICAN LOS NUMEROS DE MYSTERY #MINECRAFT! PLEASE RT! http://t.co/UalWA0PzVM
622551554378330112***,***RT @DanielA21040291: @GranAntuan  pues me gusta los videos asi que  estoy suscrito :-D
622551541090811904***,***@DanielA21040291 Gracias!
622531543093874690***,***@XDimitriCraft @el_GranAntuan @Gran_Antuan hago un video explicando
622450915841286144***,***Creo que ya se lo que significan los numeros... Mystery #Minecraft http://t.co/hdLq693pja
622066256850624513***,***@hugova5 Si. Los numeros. ¿Que pueden ser? He probado meterlos como coordenadas en Minecraft y no funciona.
622065909272809472***,***Necesito ayuda para descifrar este puzzle en #Minecraft Please RT! http://t.co/mTNDfvXMoj
621969618090000384***,***MYSTERY #MINECRAFT3 COFRES. 3 NUMEROS:LAST: -3.711665PASSWORD: 2206FIRST: 40.397793
621969483821879296***,***YA HE ENCONTRADO EL TERCER COFRE. NECESITO VUESTRA AYUDA PARA SABER COMO UTILIZAR SUS CONTENIDOS https://t.co/aWGycILptl #MINECRAFT
621732697040384000***,***Necesitamos ayuda para descifrar numero encontrado en segundo cofre de Mystery #Minecraft :) http://t.co/B1YBUYwSS2
621648295639818240***,***Gana Adobe Creative Cloud For Life FREE! via  http://t.co/9ugeQR66SB
621608962518032384***,***EL MISTERIO SE COMPLICA! ¿ALGUIEN ME PUEDE AYUDAR CON ESTO QUE HE ENCONTRADO EN MI SERVIDOR DE #MINECRAFT? http://t.co/3eUqJPNQmi
621456360035721216***,***HEMOS ENCONTRADO EL 2º COFRE OCULTO EN MYSTERY #MINECRAFT PERO NO TENEMOS IDEA D QUE SIGNIFICA LO Q CONTIENE! AYUDA! http://t.co/g8i2TeytvL
621421941317046275***,***@Mielsen12_Gamer con mac :)
620896772890722304***,***HOY VOY AN BUSCA DEL SEGUNDO COFRE PARA LA SERIE #MYSTERYMINECRAFT. A VER SI LO ENCONTRAMOS!
620894875706331136***,***Tony se va a Paris con #Minecraft @CarolinnaRoman https://t.co/X1KDqIwEGX
620870724841046016***,***NUEVO VIDEO DE APRENE #INGLES CON #MINECRAFT CON INVITADO ESPECIAL! :) Y SERVIDOR NUEVO! http://t.co/dJcGMyW3tE
620717845735976960***,***ENCONTRAMOS UNO DE LOS COFRES OCULTOS EN MYSTERY #MINECRAFT! ¿ALGUIEN ME PUEDE DECIR Q ES LO Q ENCONTRE EN EL COFRE? http://t.co/ooTcA6GI4g
620507821533216768***,***NUEVO VIDEO DE MYSTERY #MINECRAFT NECESITAMOS VUESTRA AYUDA PARA DESCIFRAR LO QUE HEMOS ENCONTRADO EN EL SERVIDOR! http://t.co/HnlcLLDCrb
620178448712077313***,***Hermano Enano discute con su madre por #GTAV :( http://t.co/NVBvQFoHv5
619802025891627008***,***NUEVO CAPITULO DE LA SERIE #TENGOMIEDO HA PASADO ALGO PARANORMAL EN MI SERVIDOR DE #MINECRAFT http://t.co/gmTRxwNf9F
619623722752847872***,***VLOG CON #HERMANOENANO :) EL TAG DE LOS 90! http://t.co/XpON1MDxg1
619493591694614529***,***HOY ME HA VUELTO A PASAR ALGO MUY RARO :( VOY A RETOMAR LA SERIE DE #TENGOMIEDO http://t.co/Of7X1LBu38
619451925424160768***,***RT @RangelDogel: Mola mucho tu canal tio... 👍 @GranAntuan me suscribo 😋 http://t.co/0csQW0wNBI
619451887230824449***,***@midas_divercion @ESHabbo Felicidades #Habbo15
619450755355910145***,***#TAG DE LOS 90 CON HERMANO ENANO @ElZurdomusica :) http://t.co/mPFOpdcwz6
619260488757714948***,***GRAN ANTUAN SE VENDE! ¿SERA POSIBLE? :) #VLOG http://t.co/RQZdn6pD0T
619178246618390528***,***NUEVO VIDEO DE #GTAV APRENDE #SLANG Y #ETICA CON ROCKSTAR! http://t.co/v7cH8nzyJ4
619061299364950016***,***@HoliwissT Gracias!
619061286526164992***,***RT @HoliwissT: @GranAntuan genial tu new name :D
619061233371754496***,***@RangelDogel Gracias!
618824582024273920***,***HERMANO ENANO HACE #UNBOXING DE LAS NUEVAS BOTAS DE #NEYMAR #NIKE :) http://t.co/kng4FVULeo
618824365543714816***,***HERMANO ENANO HACE #UNBOXING DE LAS NUEVAS BOTAS DE #NEYMAR #NIKE :)
618776702894907392***,***CANAL DE #TWITCH DEFINITIVO PARA LOS NUEVOS DIRECTOS :) SEGUIDME!!!! (O NO) http://t.co/YrD2Isdcya
618115243953254400***,***Ya tenemos nombre definitivo del canal! http://t.co/hIM8zJrNrl
618055249983635456***,***¡CAMBIO DE #PAREJA! http://t.co/ApMabrzKLU
617694819599708160***,***Aqui podeis ver el #Minecon en directo! http://t.co/uiZJDhaNnF
617478844455485440***,***@AndconordAnder justo como te la imaginas :) ahora estoy de vacaciones en Madrid
617476673441792000***,***@SosaWaltter Gracias a ti! 😊
617387948380700673***,***HERMANO ENANO RECIBE UN REGALO MUY ESPECIAL! #REALMADRID http://t.co/LmRPgpHI5M
617256494145368064***,***Acaba de empezar el #minecon en Londres y lo podeis ver en directo en Twitch!
617071486373875712***,***EL JUEGO MAS SORPRENDENTE DEL ANO... #HERSTORY http://t.co/IIJUleQ8lP
616739798993227776***,***@exx9878 hello!
616680169810624513***,***ESPECIAL 5.000 SUSCRIPTORES!!!! http://t.co/7scQDAtJoe
616284092544483328***,***RT @Gollito_O: @TheVlogFather  Que buenos videos haces amigo.
616284081098215425***,***@Gollito_O Gracias!
615868500024905728***,***ME HE ENAMORADO DE UNA TIA SUPERVENENOSA... #BATMAN http://t.co/FtpchXCuNw
615627203091546112***,***COMO MOLA ESTE JUEGO, OMG! #BATMAN http://t.co/nGEkvLIalG
615443299978084352***,***¿Hay vida despues de la #muerte? El Capitan Spanglish y la Capi te lo cuentan en un nuevo #Vlog http://t.co/Y3rjYjrJqi
614583044708651008***,***@f_aremi hello!
614562212779327488***,***@michel200211 un youtuber :)
614562180038533120***,***@f_aremi hello
614562150586183680***,***@f_aremi hola
614078495719849984***,***En #Bilbao impartiendo curso de #Storytelling https://t.co/XznM8BsTKf
613309925398327296***,***LIBROS DE #YOUTUBERS Y REENCUENTRO FAMILIAR DE HERMANO ENANO CON SUS PRIMOS! http://t.co/oZlA3heoS8
613129656879988736***,***LIBROS DE #YOUTUBERS Y REENCUENTRO FAMILIAR DE HERMANO ENANO CON SUS PRIMOS! http://t.co/dTVFIS5Ib5
612186990533058560***,***THEVLOGFATHER NOS EXPLICA COMO SER UN #BUENAMIGO #VLOG http://t.co/HAoNM99DG4
611956132203110400***,***@pableteitor no creo... Voy a mirar
611846525552095232***,***NUEVO VIDEO DE #GTAV EN EL CANAL DONDE REFLEXIONAMOS SOBRE EL ORIGEN DE LA VIOLENCIA :) http://t.co/AjlkRPDQyZ
611513373415612417***,***#Jump https://t.co/5LVB4MukLp
611223485659148288***,***Descanso en la grabacion #BichoMalo hace 6 anos. https://t.co/Rqcvj1Gxji
610818108148875264***,***HERMANO ENANO EN ENCUENTRO #STARWARS :) http://t.co/VmAaoryyvA
610476476601868289***,***NUEVO VLOG DE LA CAKIS Y EL CAKITAS :) 10 MANERAS DE SER UN BUEN NOVIO! DECIDME QUE OS PARECE! http://t.co/pvTtkybc32
610228767945064448***,***@delachicalex Gracias ;)
610128875784437760***,***ESTO ES LO QUE PASA POR GRABAR CON JETLAG #THEWITCHER3 :( http://t.co/deiqtal5ah
610046274679754752***,***HABEIS VISTO EL ULTIMO DE #GTAV CON VECINO TONINO? ;) http://t.co/jaLACISGGO
609773223010566144***,***LIVE on #Periscope: Aprendiendo Ingles con Hermano Enano https://t.co/nnzQ1mF0aS
609683552482017281***,***#GTAV CON MI VECINO TONINO CON GORRO COWBOY HABLANDO DE ROBOS A JOYERIAS! :) OS AMO! http://t.co/8of3yA8JIL
609414240366104576***,***EL CAKITAS LLEGA A ESPANA! NUEVO VIDEO DE #GTAV CON HERMANO ENANO Y CAKIVECINO! http://t.co/MVuiopIZH5
609019370191335424***,***RT @GoogleforWork: Ayuda a las empresas a descubrir una mejor manera de trabajar y gana hasta 1200€/recomendacion http://t.co/VUqbd6bgLO ht…
