671183772189106177***,***She and her face😀And I always smiling and cacheton😀😁 lol #Day #Relax… https://t.co/kl1AWXvP66
553951734448787456***,***RT @COBRAMUSICSTAR: @NickyJamPR y @COBRAMUSICSTAR CANTANDO "perreo" en #comayagua #honduras http://t.co/jSxbYXoADI
553951720355954690***,***RT @COBRAMUSICSTAR: VER: VIA YOUTUBE REMIX "DALE DEMBOW" CON @JCP504 @Fresh504 @MRPHILLIPS  http://t.co/t9bKtJosqC… @DukattyMusic http://t.…
553951642626715648***,***RT @COBRAMUSICSTAR: Con mi socio @DJMASTER07 y @billystyle3 partiendo la tarima en #danli #honduras oct 2012 #recuerdos http://t.co/Ad5hUkP…
553951629737984000***,***RT @COBRAMUSICSTAR: Con @POLAKAN y @Nengo_Flow YA EN #Dallas #Texas listos pa seguir pa #austin y los realg pa #monterey http://t.co/jLtzIr…
553951581537075200***,***RT @COBRAMUSICSTAR: Junto a uno de los que se jodio con cojones pa estar donde esta @FarrukoPR te llevo manin!!! Saludos!!!! #respect http:…
553951566601138176***,***RT @COBRAMUSICSTAR: #comayagua #sps #lapaz #copan #santabarbara ya puedes pedir mi nuevo video en #videohits @fredymedinavh #Honduras http:…
553780076442316801***,***RT @The_Real_TMP: @_RichardMachado Cean Murq Presents: DETROIT VS. EVERYBODY (Dir. B…: http://t.co/rjMjItOiF2 filmed by @The_Real_TMP
553658893881323521***,***RT @AlkoonJ: Saludos http://t.co/kJOopnrzEV
553629574169636866***,***RT @MrBeatBullie: @_RichardMachado Peep the NEW joint "Martial Law" COMMENT &amp; click that LIKE button (http://t.co/g8N43cYmi6) video coming …
553212204787728384***,***RT @JLo: Loving yourself is the greatest part of becoming the girl of your dreams. #BeTheGirl @bodylabforwomen #JLoBodyLab http://t.co/HpnI…
553212153554296834***,***RT @JLo: West Coast get ready for the new season of @AmericanIdol tonight at 8p. Tune in!!! #idolpremiere #amazingtalent http://t.co/QuqUyN…
553211633779367936***,***RT @pitbull: Our NYE view will look like this @ThompsonMiami @FOXTV with artists like @NeYoCompound @RomeoSantosPage and more http://t.co/2…
553211564032290816***,***RT @DONOMAR: "Quise escribir y producir mi “Broadway Show” y lo hice.  Raza es el show mas importante de mi carrera… http://t.co/rDGoI3VtP7
553211494171942913***,***RT @HastaAbajoPHI: Los Bandoleros @DonOmar y @TegoCalderon traeran “Sandunga” en The Last Don 2 http://t.co/kG6Pmv1Cj0 http://t.co/2tVI6b3a…
553056673066385408***,***RT @Juanlmorera: Este sabado no se pierdan @RitmosonOficial https://t.co/YRD6rsJMCc
553056064263180288***,***Check #LaPelicula (Official Trailer) Pronto conoceras la verdad de @HectorDelFather  http://t.co/UxTOKq6REw via @ipautaorg @_RichardMachado
553055527706836993***,***RT @hectordelfather: ANOCHE MAS DE 100 vidas PARA CRISTO EN CHOLOMA HONDURAS CRISTO VIVEEEEEEE A SU NOMBRE GLORIAAAAAA http://t.co/MKPjFec9…
553055087950843905***,***#Descarga @Artista_Rosario Ft. @YoSoyPapiWilo #MiPrincesa | http://t.co/8tkokdg8sc | #Via @ipautaorg  @_RichardMachado
553045331685158913***,***RT @DaRealAceBeats: @_RichardMachado 🎵🎤🎶🎧🎼🎹🎵🎥🎶🎬🎼🎨#MKvsSF official video Tha FullMetal Alchemist coming 4/20/15http://t.co/jlxRABuXc0🎵🎤🎶…
553041647231983616***,***#She♥ http://t.co/kOa0yesHwO
553041541787582464***,***#BabyGenez♥ http://t.co/aq1Y8EzAEJ
552518795236220931***,***Uno que tiene quien le corte las unas jaja http://t.co/3Hquc8ndqf
552331167173984259***,***Dia que no olvidare es este al aver estado con mi gente molestando en las calles ♥ http://t.co/VuSDNkxjMk
552249781549277186***,***Dentro de pocos dias estara este #Discazo de mi bro @AlkoonJ  asi que pendiente para los fans. #AlkoonFull #ElDuro http://t.co/CNHqRDIBAa
551979200832630785***,***RT @SheeqoBeat: #NowPlaying Locos Del Noroeste (feat. Eptos Uno)Smoky • Locos Del Noroeste Cuidau con el @SmokyOficial ! 🙌🙌🙌 http://t.co/…
551978697100886017***,***Saludos mi Hermano siempre apoyamos su musica ojala tengamos contactos para negocio de concierto dios te bendiga bro exitos. @calibre50eden
551977880948047872***,***RT @cloud9_sb: @_RichardMachado @cloud9_sb: @CL9__WISE http://t.co/HK1Y1g8HMy. ☁☁☁CL9 QB FUCK U MEAN  ☁☁☁ all views appreciated. ☁☁☁ stay l…
551787815327911936***,***RT @RosewoodAngel: #follow @ELiTE_Gaming_PS @KELSIEKISSES @EvilRegal_Gis @wickedpxrrilla @callmeICE_ @TA_JOHNSONN @PrettyKarine @1PBGMack @…
551787794818142210***,***RT @ontariosliggity: "@BlackMooseMusic: SHOUTOUT TO @_RichardMachado FOR THE FOLLOW #SALUTE #REALRECOGNIZEREAL #TEAMMZBNIKKI"
551561808046473216***,***RT @BlackMooseMusic: SHOUTOUT TO @_RichardMachado FOR THE FOLLOW #SALUTE #REALRECOGNIZEREAL #TEAMMZBNIKKI
551518671068487682***,***Aburrido con la #China viendo #RapidoYFuriosoTokio http://t.co/fq7KwmvSN4
551235399235149824***,***RT @vuesmallz: @_RichardMachado *New Artist* Kai ft Skunky new hot song #Nobody http://t.co/v6YVRwomcX via @Zambianmusicj
551235386794860544***,***RT @PhenomEdition: @_RichardMachado thanks for the follow enjoy the ep http://t.co/beeLoUCb8A 💯
550824803725496321***,***Empezar el ano mal :( que feo recibir esas noticias.  Mi hermano Marlon estoy en oracion por vos y… http://t.co/l2MNdlbxPp
550652005329272832***,***Jajaja con el #AnoViejo http://t.co/DijCk7GmG2
550646002617569280***,***Acabo de publicar una foto http://t.co/myXr96fGi4
550555368708136961***,***Bien #Sudao http://t.co/y608mPorc4
550543864470458368***,***Primera foto del 2015 http://t.co/YR0LAs3Umf
550529926794072064***,***Feliz ano nuevo mi gente los quiero http://t.co/pH0aCg9rTH
550506959372554241***,***#Prima♥ http://t.co/7T7EC5QchT
550505973815971840***,***#Prima♥ http://t.co/N2KsWre4RW
550505564682592256***,***#Prima♥ http://t.co/1jAga2UJFG
550505106752671744***,***#Prima♥ http://t.co/Jh5adjy4C1
550456865633882113***,***Pasar en 24 y 31 de diciembre y sabes que no estas para mi es duro porque estos dias la pasaba junto a… http://t.co/w8WWUoI5J1
549796177412370434***,***El #Cacheton que muchos #Quieren♥Saludos mi gente :DLas quiero :* http://t.co/NM3f3EEPcd
549666961899417601***,***La #Maldita #Kim no me deja #Descansar un rato jajaja #LoveUCousin♥ http://t.co/CvZfZehdH6
549624943118667776***,***RT @daddy_yankee: DALE SHARE!!! http://t.co/UJ4ulPLmyO #OraPorMi http://t.co/hCALi4TgVK
549624710733258752***,***RT @daddy_yankee: #Baja Ya!! Pusho Ft. Daddy Yankee, Farruko Y D. Ozi – Soy Un Problema (Official Remix)http://t.co/0RyHkoI679 http://t.co…
549452872711430144***,***Hey hermano te felicito te lucistes en la cancion Palabras Con Sentido @daddy_yankee http://t.co/ug8r8k5lf8 muy buen tema hermano saludos
549104408290947072***,***#Prima♥Lqm #Cachetitos 27/12/14♥ http://t.co/G3wkbDgxlK
549028241328340992***,***Acabo de publicar una foto http://t.co/EmJzHEuexT
548679714878271489***,***RT @Wal_Farley: @_RichardMachado gracias por el apoyo brother!!! Espero que Dios guie tu camino de exitos y felicidad. Bendiciones :D
548679283800276992***,***hermanos cuentan con mi apoyo cualquier cosa solo escribanme @Wal_Farley @WalYDiony saludos les deseo exito en su carrera
548677849587417088***,***#Estreno A Fuego - @WalYDiony (Prod. By Jose Argel &amp; Mauro Ramos) Link:  http://t.co/c5gz42Qhsn #Via @_RichardMachado @@Wal_Farley
548323226322223106***,***Mientras #Katherine  y #Brittany se tomaban fotos yo ni cuenta me daba y lo peor que salgo con el cel… http://t.co/RDU6r594I2
548242934936895488***,***#LosMenores http://t.co/Hhuk7zPfUW
548236380552183808***,***En verdad jaja la gente con sus cosas mas falsas que ellos. Me he dado cuenta de muchas cosas y a mi… http://t.co/6aNI04hCRc
548208036230475776***,***RT @shai_edwards: @_RichardMachado merry Christmas and have a blessed one.
548208022246662144***,***RT @Bela12Kim: @_RichardMachado Feliz navidad bello! :)
547949986655133696***,***Feliz Navidad mi gente bella. ♥Las quiero mucho http://t.co/0vNNQMwMiK
547917166365126656***,***RT @LiamMusica: @_RichardMachado Igual muchas bendiciones !
547896996540198913***,***RT @fscloudradio: Happy Holidays to all two of our listeners #ff @_RichardMachado @CarlaBMusic @1JessieYoung @dhemz @HashtagDigital1 @RT2GA…
547895151956594688***,***@LiamMusica feliz navidad hermano
547894252844613634***,***RT @Nan2elmaestro: @_RichardMachado @SOZIOREAL @JaykoPaMR @MelodieM1 @theprinceofflow @SammuFlow @helmervidez @Jeyko504Hn @DOMYHN  Feliz na…
547894234460987392***,***RT @Csarecyk: @_RichardMachado amen hermano feliz Navidad
547894210150825984***,***RT @Yerbaklan: @_RichardMachado saludos hermano gracias por el apoyo!!!! feliz Navidad
547894200839454720***,***RT @MelinaFerreyra: @_RichardMachado Hey! feliz navidad, te quiero mas! un besote! :)
547873866295427072***,***Feliz Navidad Hermanito ud sabe lo apoyamos uds son los duros de #Honduras @Yerbaklan @elchevomusica @Fragu1 @Csarecyk. #Activo
547872721728589827***,***RT @Liisbett_x3: @_RichardMachado  -' ☺☺ Gracias amor ☺♥ pasala junto a U hermosa familia. :3 ♥
547872703139430401***,***RT @Julissa_Irias: @_RichardMachado @SuyumiQuiroz @DebbieBertrand gracias!... Feliz navidad :)
547872692553007104***,***RT @Ali40Ercanali: @_RichardMachado @kamalmusica @TailoMusic @reybinky @juanfranciscods @Dntato1 @ELSOCIOHN @Ary_Style28 @ogblacksugar
547865756059574272***,***RT @MelodieM1: @_RichardMachado feliz dia Amor
547865695539585024***,***Feliz Navidad Amigas las Quiero ♥ @SuyumiQuiroz @Julissa_Irias @DebbieBertrand
547865285777059840***,***Feliz Navidad amigas las quiero ♥ @Bela12Kim @harp_marie @MARCEGONZALEZO @harp_marie @Rodriguez7_MJ @MichBertolini @CASTILLO_L06
547864645705678848***,***Feliz navidad amiga las aprecio mucho ♥ @starruthless8f1 @Melychikis @CarmenBoquin @Liisbett_x3 @MichelleLopez_1 @LipstickFables @KVermello
547862784688795650***,***Feliz navidad mi gente ♥ @Nan2elmaestro @SOZIOREAL @JaykoPaMR @MelodieM1 @theprinceofflow @SammuFlow @helmervidez @Jeyko504Hn @DOMYHN
547862593562759169***,***@MelinaFerreyra feliz navidad amiga te quiero mucho ♥
547861815297060864***,***Feliz Navidad a mis Colegas del Genero @kamalmusica @TailoMusic @reybinky @juanfranciscods @Dntato1 @ELSOCIOHN @Ary_Style28 @ogblacksugar
547847406977818624***,***Feliz Navidad Dios Me la Bendiga Siempre @machadooficial  Tqm ♥ :*
547567463173722113***,***RT @CooleyHighClub: @_RichardMachado Covaboy-Welcomehttp://t.co/fU3XI7YqFW
547512367022886913***,***@AlkoonJ pana deme follow activo
547508469193244672***,***#Mira el video de mi Bro @kamalmusica  ¿POR QUE SERA? http://t.co/NgRXqWvlH3 #Via @_RichardMachado
547507780383670273***,***@kamalmusica feliz navidad hermanito ud sabe que lo apoyo ud es uno de los duros en la musica.  Saludos
547468114481668097***,***Mi gente ya me pueden seguir en Instagram como 1RichardMachado
547411303481221120***,***RT @IAmSpencerKane: Hey! What's up? Thanks for the follow. @_RichardMachado @PitStopRecords @Chico_Mills
547214659598950401***,***#Hermanito @JadielMusic hoy es tu cumple y no puedo estar a tu lado ya que dios te ha llevado hoy hay… http://t.co/9fZrPiridk
547102816050114560***,***RT @ErikaCSBG: La manera de perder el miedo es enfrentando todo lo que nos causa temor. http://t.co/aPn5WWsjPg
547102798777946112***,***RT @ErikaCSBG: No importa si ganas por mucho o por poco, ganar es ganar http://t.co/ZIJvE2Uo0x
547102784911572992***,***RT @ErikaCSBG: Solo una cosa vuelve un sueno imposible. El miedo a fracasar http://t.co/OnsVtMpZAJ
547102697481310208***,***RT @ErikaCSBG: http://t.co/RGjYVQQR3c
547102424063049728***,***@ErikaCSBG saludoa Erika Besos a distancia estamos en contacto ♥
546821492626169859***,***Aqui con mi #ModeloPreferida tqm amiga #Modelo #Fashion #Friend #Moment #RuningAfternon #PrettyShe ♥ http://t.co/3z5YPln39B
546708979108556801***,***RT @MrBeatBullie: Check the #BREAKtheCHAIN video 700+ #VIEWS  &amp; 70+ #LIKESCOMMENT, LIKE &amp; SHARE on YOUTUBE (http://t.co/eU6Mj1ChtL) @_Ric…
546550522619367424***,***Ni cuenta me di cuando tomaron la #Foto http://t.co/WgPFOJY2NI
546550327210934273***,***#Hermosuras♥♥ #Britanny #Katherine :D http://t.co/vGnPTahUrL
546458197595521025***,***@DukattyMusic dame follow hermanoSaludos ud es el duro del #Genero
546457010381017088***,***@pamcohol saludos :D
546408281754058752***,***Todo sudado alli disculpe mi gente por no poder responderle  estoy muy ocupado http://t.co/xhd0Vs9Olc
546363232014061568***,***Descubre a quien sigues y no te sigue de vuelta en Twitter http://t.co/7xWu3HRNRM
546092226376642562***,***Deja de #Molestarme #Genez pero asi te quiero mi pedasito de gente #LoveUBabe♥ http://t.co/No9qM6SFbP
546079657758838784***,***Ella no me dejaba tomarme fotos jajaja #GenezMachado #LoveUMyBabePretty #Cousin #Daughter (♥.♥) http://t.co/7aoYwsI1X8
546054058776489984***,***Esa es para vos #Sandra .i. jajajaja hasta voa misma tomastes esa foto ni cuenta te distes cuando te… http://t.co/vjcly8KwJV
546014068214341632***,***Mi gente se les quiere de gratis ♥Gracias por su apoyo :3Sus consejos que me inspiran :$Por sus… http://t.co/8G6J7c281d
545811480923615232***,***Saludos y bendiciones las admiro  mucho a las dos son muy bellas ojala me respondan algun dia soy su fans bye @JONESMARCIA_ @Montanerevaluna
545804643008536576***,***Pues estoy #Gordo y #Cacheton♥ jaja http://t.co/N1f9OJ9kt4
545803412903055360***,***Ese dia fue lleno de #Alegria nunca lo olvidare pareciamos ninos pequenos molestando por las calles… http://t.co/hrCLqL9Ss8
545802809313341442***,***Asiando las canchitas del #Llano con el #GranMartinBriones #Recuerdos http://t.co/Wk59UnLYEj
545774511363489793***,***Lllevo dias sin poder dormir lo unico que hago es pensar en ti afuera esta lloviendo, hace frio aqui… http://t.co/H9hnU2BdbY
545711048695640064***,***Yo no puedo creer esto Parece mentira en verdad Mira la hora que es Miro el reloj Y veo que es… http://t.co/WQNZM4oN8Z
545455190313553921***,***Jaja todo raro con el #Primo #RichardManzanares http://t.co/rlKQzazaGU
545407758078464000***,***Activo con mis amigos jajaja #ReyFeo http://t.co/74SD4MWAaI
545084981136326656***,***Dentro de pocos dias nadie sabra nada de mi http://t.co/KrbsmVST3m
545054392341123072***,***Con los #Relajeros dimelo #Mirtha #Yerbi #Orlando. http://t.co/ckGaIEAw0N
545014065366835200***,***Acabo de publicar una foto http://t.co/6Cq4rzsskt
544930942679515136***,***Hay cosas que nunca se olvidan Momentos que marcan tu vida Es imposible arrancarte de mi mente No… http://t.co/OkrNB7hMgS
544905063534456832***,***#MadrinasDeLaFeriaDelLlano♥ http://t.co/NEPqs36fdm
544904030691278848***,***Acabo de publicar una foto http://t.co/RI8mYYYgay
544892959339335680***,***Acabo de publicar una foto http://t.co/qFjWJPuYOm
544754550809559041***,***RT @LipstickFables: @_RichardMachado gracias! :)
544560429293662208***,***RT @MichelPesquera: Tres Placeres de la vida:1.) Comer con hambre.2.) Dormir con sueno.3.) Decirle "NO" a quien alguna vez te rechazo
544541046865416192***,***RT @DebbieBertrand: @_RichardMachado Un gran abrazoooo 😊
544372054821453825***,***Feliz navidad a mis amigas bellas dios me las bendiga siempre saludos ♥ @LipstickFables @CarmenBoquin @NeidaSandoval @DebbieBertrand
544350287478009856***,***Aqui aburrido con #Belkis levantado a esta hora sin nada que hacer solo la adiccion  #Whatsapp http://t.co/imE3R8boQz
544296957179854848***,***#Escucha El Incomparable de @reybinky | Link https://t.co/gPiIBshVOz | #ApoyoKatracho | #Via @_RichardMachado
544296198077956096***,***RT @reybinky: @Koolooxhiitha Reproduce mi new video y compartelo  https://t.co/lpQ4TppWup @LaFuckinPauta @_RichardMachado @_RichardMachado …
544276076017745920***,***RT @reybinky: @_RichardMachado Reproduce mi new video y compartelo  https://t.co/lpQ4TppWup
544274128900210688***,***Caballos ♥ http://t.co/obXlys985R
544272096709197825***,***Esdriely♥#Prima http://t.co/ynHzwCkgfr
544270128247226368***,***Acabo de publicar una foto http://t.co/MBcfoaFjo8
544027549211570176***,***Flaka ♥ http://t.co/2xKgPVEvDe
544016601633148930***,***Mi chaparrita bella ♥ http://t.co/7gz6Uck4sd
544001149657808896***,***Con el mero mero de #SongDeLaCalle  #DarlamMendoza  el duro cabrones http://t.co/s6AFv550o2
544000600024043520***,***Con mis panas #SongDeLaCalle  #DarlamMendoza #Jonathan http://t.co/l4ujhuEhcX
543998952081989632***,***Con mi pana #Jonathan uno de los Duros de #SongDeLaCalle http://t.co/riVI2S60Uf
543984920964890624***,***Matando en #Sb con #SongDeLaCalle http://t.co/mJ9kOBt5m8
543967892006400000***,***Todo feo pero hay vamos jaja. #FeriaSB http://t.co/Asz4tS0Nel
543965331723935744***,***Alicia♥ http://t.co/pETlVAYdzH
543964421639643136***,***Acabo de publicar una foto http://t.co/7ZhRmLPjOl
543960486447169536***,***Acabo de publicar una foto http://t.co/Nuqjde8z2l
543944141819088896***,***Aqui con mi reina Alicia jeje http://t.co/QCxh8JOipl
543943712045555712***,***Aqui con los aleros. http://t.co/da2RbzN3Wr
543943474844672000***,***Aqui con la prima claudia. http://t.co/yV4yguyNIf
543941592449835008***,***Ni sabia en que camara voltear a ver jajaja http://t.co/duZwlvH7Kw
543940828708601856***,***Entre minutos empesamos mi gente http://t.co/D2IJwBMB1M
543938879636914177***,***Ya todo listo. Los hombres de negro jajaja http://t.co/XAR3S5WsXi
543937856784572416***,***Ya listo para el evento de las Madrinas http://t.co/OWugJNvhpt
543792424758562817***,***RT @Analuciavega: RM ⚽ #Navas 👍 http://t.co/mjonXthbVa
543779161685622784***,***Mi #Chabelita en su primer evento de la #IglesiaCatolica #LoveUSister♥ http://t.co/5NziU4gD6c
543531374549172226***,***Nosotros somos relajeros dimelo #Butu http://t.co/W3Ld9ccgJA
543530362526511104***,***Antes de iniciar el paseo de la mojiganga #FeriaSB  #ReyFeo http://t.co/jkMDnbXzvi
543529252562280448***,***Aqui estoy con mi amiga jajajaja #FeriaSB http://t.co/kN0AlKwFTs
543528655759372288***,***Dimelo #JetaAbierta jaja todo sudao cabron. #ReyFeo  #FeriaSB http://t.co/kJoakz8VJD
543528099301036032***,***Estos cabrones todo me mejoran malditos perros jajajaka #ReyFeo  #FeriaSB http://t.co/dtuiuZhkqt
543527905679396865***,***Bien sudados con Mirtha #FeriaSB http://t.co/UaruL7uLu1
543526955216142337***,***Estos cabrones si joden jajaja #ReyFeo #FeriaSB http://t.co/njUVFgR5c6
543526428621676545***,***Jajaja con los del rey Feo #FeriaSB http://t.co/buK3K9Od3w
543376645571510272***,***:( http://t.co/6eW0Vcf9tF
543282920388329472***,***#Escucha Topela (Doble Paso) Remix de  @sn_little &amp; ORTEGA Ft @COBRAMUSICSTAR &amp; @DukattyMusic  http://t.co/2nXo1F90w4 #Via @_RichardMachado
543268720807006208***,***Aqui con el Primo #LittleBaby El rey del Microfono en la radio mas encendida Sb Stereo http://t.co/FbHNjMkULW
543268142060154880***,***Canal 25 entrevista Comite de Feria 123 aniversario Barrio El Chaparral. Los Emilio y el Mas… http://t.co/vSjxtEO5hi
543267545676267521***,***En canal 22 con la mera brasa #EdwardFernandez http://t.co/XIgODyY36q
542917536254537728***,***RT @11NOPINO: @_RichardMachado http://t.co/5iCzV06QDH 🏁Go play that dopeness💉FLAWLESS CORP.We make heat🔥Be Sure 2 RETWEET!Thanks 4da Follow…
542917516927180800***,***RT @Cityboyslim1k: @_RichardMachado Thank you for the follow, Much love 🙌 Check me out lmk if you're Rockin with me..https://t.co/rhJXj9Hp…
542571976326647808***,***Pues ya terminamos el #ArbolitoDeNavidad Jaja a esta hora desvelarse por eso :D #BuenasNoches♥ http://t.co/645B8X6ton
542542955161333760***,***A esta hora afuera en la cadaJajaja todo sudado.  Los cabrones como siempre jajaja dimelo #China #Chino http://t.co/dA4tk4poVc
542493555147567104***,***RT @ginomartine: @_RichardMachado @GreggSgarlata @JesLoren @SykaOfficial Thanks for the love!
542492233140690946***,***Hey follow me im big fans i hope answer me Blessing @ginomartine @greggsgarlata @JesLoren @SykaOfficial
542407988871327747***,***RT @paulrato16: @_RichardMachado hello !! Thanks for the follow back as well,, regads me from Indonesia Godblss you and all of your family
542365533933686784***,***RT @Lilian_Mata: @_RichardMachado Hola...
542210539418832896***,***#Descarga #ElHamaquero @helmervidez  y su Grupo Sol Del Norte | Link http://t.co/n1BMgLjmjV | #Via @_RichardMachado
542206823122862082***,***RT @KarolGmusic: COVER OFICIAL #RICOSBESOS http://t.co/TTgTmvaM1e
542200818032992256***,***#NowPlaying #Boyfriend LONDON ROOTS @MrRootsy | Link http://t.co/QEEA0Diw0D | #Via @_RichardMachado &amp; @LondonTownRecs
542190723572183040***,***#Descarga El Disco Completo #LosMenores | @FarrukoPR | https://t.co/nhY1dQQW6a | #Via @_RichardMachado
542188479896371202***,***#BajaYa #TuDoctor | @JowellyRandy @jowell1 @Randynotaloca Ft. @JAlvarezFlow | #Via @ipautaorg  @_RichardMachado | http://t.co/oPHi1IX0V8 |
542090245832208386***,***#CPN♥ http://t.co/TFYA7UwIl4
542085737865564160***,***Acabo de publicar una foto http://t.co/IboFQcdArT
542043655117090816***,***Muchas personas critica nuestro trabajo en la musica.  Pero ellos nunca saben todo el sacrificio que… http://t.co/8Q939TkSo7
542015362934792192***,***RT @lewintermusic: @_RichardMachado can you please Check out my latest @Youtube video of me #singing at : https://t.co/tKnyvgN4jR … … … … ……
541856789776826368***,***Hey bro follow me please i hope answer me Blessing bro @MickLaSalle @RichieRosati @mackdrama1017 @KickRaux @BOYADEE @Peltsman #TheBest
541827685539139585***,***Este dia nunca lo olvidare fue uno de los mejores momentos que pase en mi colegio… http://t.co/yied2BMesN
541764731724632064***,***RT @OFFICIALMACSOSO: @_RichardMachado gdgd how u livin
541764715605946369***,***@OFFICIALMACSOSO We are in Honduras brother can do me a favor can write well you hardly understand brother. Regards.
541750512522387457***,***RT @OFFICIALMACSOSO: @_RichardMachado how u doing bro u gd
541750504725172224***,***@OFFICIALMACSOSO Here waving and your brother as you go
541649050974822400***,***#MovieDay :D http://t.co/m6jaSzzxWA
541643189225259009***,***RT @xpinkglamourx: shoutout to my new babies :) go follow them @KimBrooks_23 @cadillacarianag @_RichardMachado @OmarSeveriino via http://t.…
541632699635859459***,***RT @MichelleLopez_1: @_RichardMachado saludos corazon q dtb :)
541489942023520256***,***Aqui con mi pana #Brayan y #Issel #ParqueSb #CarnavalGranBanda #Music #NightParty http://t.co/b32cIUSDJK
541453593992523776***,***#PrimaBelkisHM :D http://t.co/12U09EosvQ
541408277310210048***,***@MichelleLopez_1 me regalas un saludo por favor te lo agradeceria mucho y de corazon ♥
541334611885031425***,***RT @StacksInABundle: @_RichardMachado Go Listen to My 24 Bars https://t.co/jUxdVqUPYt
541088101498884096***,***@OFFICIALMACSOSO hey bro what ups?  Grething i hope answer me bro.  Blessing for you and family
540767254473113600***,***RT @lilmocha1: @_RichardMachado http://t.co/yl5IdCTpRgIt's #READY. The mixtape "#4Seasons" Hosted by @Dj_Quest_Gh from Ghana To US. Intern…
540743186260717569***,***Mi gente pido una disculpas a las personas que me mandaron Mjs Privado en mis redes no pude… http://t.co/Hw2LtG4p5r
540359089801691136***,***Mientras tanto mi hermano #Rogers  con su maldito telefono jajaja tipico de uno pasa mas actualizado… http://t.co/xynWsqdyqq
539632984328921088***,***Xiomarita♥ http://t.co/KcUIetkJOy
539632859280314368***,***Aqui con Xiomarita http://t.co/EIXb43mLEN
539506849817821185***,***Siempre hay una prima loca en la familia dicelo #Kimberly http://t.co/bIfdlG3gVT
539182778794127360***,***La vida te golpea las veces que sea pero uno hay que ser fuerte para seguir luchando http://t.co/NLHfSgv9RB
539140682422956032***,***RT @LIONMUSIC7: @_RichardMachado espero que sea de tu agrado mi musica http://t.co/h0Chj7ll8x DALE RT bendiciones para tu vida LIKE http://…
538942627132227584***,***@martel_02 asi es hermano hay artistas que hacen las tiraeras por llamar la atencion hay otro por los problemas que ellos tienen
538919246655287296***,***(♥.♥) #FueSinQuererQueriendo #Chanfles :( http://t.co/APaKwWZSbz
538918556571025408***,***Siempre te recordaremos #Chavito :( Tu fuiste y siempre seras el 1 primer actor que se robo nuestros… http://t.co/xGdqdRE4OQ
538877293792612352***,***@MichelleLopez_1 saludos Michelle te deseo lo mejor espero que responda.  Besos y abrazos  activo #FollowMe.  Dios me la bendiga
538849045868191744***,***@martel_02 @FarrukoPR @KENDOTHEDEMON seria estupendo pero todo mundo los insultaran a los 3 de hipocritas tu sabes como es la gente
538765190079463424***,***RT @ChespiritoRGB: En nombre de la familia, gracias por tanto amor. Los esperamos manana en el Estadio Azteca a partir de las 12, para desp…
538589079567613952***,***Descanza en Paz #Chespirito #ElChavoDel8 y todos los personajes que hicistes fueron y seguiran siendo… http://t.co/Vejx9L0EJu
538365573504434176***,***Ultimo dias con mis panas en el cole. http://t.co/HDX3QuB2CY
538173350569201664***,***#TvMas http://t.co/5L1HAqYqYN
538172273614548992***,***En cabina de #TvMas http://t.co/G6G8V7i6ti
538164249626169344***,***Aqui con #Ismari en #TvMas http://t.co/du6aGjQ4Yr
538160085076553728***,***En #ParadiseTv http://t.co/h7S0aEuW3w
538159672092397568***,***En el #Studio de #ParadiseTv http://t.co/eslQQedUpd
538159161243361280***,***Acabo de publicar una foto http://t.co/uuL4apyvEH
538158482839855104***,***Con las madrinas en #ParadiseTv http://t.co/5UdrAfBtDD
538157935416061952***,***Acabo de publicar una foto http://t.co/ljMMavqnDu
538157308162097152***,***Con la Hermosa Mirtha♥ http://t.co/sF2DyVvUwn
538156518529462273***,***Con la prima en #ParadiseTv http://t.co/r4VOt1j9Sn
538156003267969025***,***Activo con las baby http://t.co/xqehuQASDQ
538155212427776000***,***Aqui con la Hermosa #Litzy http://t.co/7fBjiT8Qe5
538103875350577153***,***Siempre los papis estamos atras jajaja http://t.co/6Ep3gHcjf9
538066371448700928***,***Pues ya estamos en movimiento falta poquito para la feria de nuestro barrio mi gente.… http://t.co/MepxWLwdPF
538058294460690434***,***RT @MangelyElScaf: @_RichardMachado disfruta de nuestro nueva cancion #Tacto RT/FAV http://t.co/HzsWm1QfUq … … … … … … SIGUENOS y enterate …
537852662226898944***,***Llegamos a los 20,000 seguidores mi gente ahora solo esperen mi @twitcam yo les aviso dios me los bendigan a toda mi gente de @twitter_es
537831027067338753***,***RT @Tbambino: Estamos en Vivo El Patrrrrron http://t.co/iyjl4nPhIh
537821919706624000***,***RT @martel_02: @_RichardMachado @FarrukoPR @coscuelprincipe igual paso con @KENDOTHEDEMON y miralos ahora nadie los detiene
537821552822476800***,***@martel_02 pero @FarrukoPR con @KENDOTHEDEMON  no sr hablan solo farru le desea lo mejor a el pero nunca se van a relacionar bro.
537814336354656256***,***RT @martel_02: @_RichardMachado @FarrukoPR @coscuelprincipe aun hay discordia ahi espero sean siend amigos saludos bro desde el centro de A…
537814257510129664***,***@martel_02 @FarrukoPR @coscuelprincipe alli veras bro de repente se juntan es cuando farruko con el gorila se pelearon y ya sacsron tema
537810838846201856***,***RT @Liisbett_x3: @_RichardMachado ♥
537726188186124288***,***Aqui aburrido en mi casa con la prima #Kimberly viendo videos de #Farruko http://t.co/BEqx17deOy
537635978400522240***,***RT @itsdummy_xp: @_RichardMachado thanks for the follow bro I would like too her some of your music and check it out
